trigger,trigger_kind,trigger_support,n_expected_diagnoses,top_expected_diagnosis,top_confidence
MED_QVAR,medication,126,8,DX_9_4019,0.3888888888888889
MED_LANTUS,medication,126,7,DX_9_V5867,0.373015873015873
PROC_10_03VG0CZ,procedure,125,6,DX_10_I671,0.896
PROC_9_4652,procedure,125,9,DX_9_V553,0.768
PROC_9_3771,procedure,125,18,DX_9_42731,0.768
MED_INSULIN_REG_HUMAN_NOVOLIN_R,medication,125,16,DX_10_E785,0.4
PROC_9_9703,procedure,125,10,DX_9_4019,0.392
PROC_10_0B968ZX,procedure,124,25,DX_10_Z87891,0.3870967741935484
MED_NOREPINEPHRINE_BITARTRATE,medication,124,14,DX_10_D62,0.3387096774193548
MED_CLOBETASOL_PROPIONATE_0_05_SOLN,medication,124,5,DX_10_I10,0.1935483870967742
PROC_9_3951,procedure,123,7,DX_9_4373,0.7723577235772358
PROC_9_8412,procedure,123,22,DX_9_44024,0.6260162601626016
PROC_10_0QS706Z,procedure,123,13,DX_10_S72142A,0.6016260162601627
MED_SODIUM_FLUORIDE_DENTAL_GEL,medication,123,12,DX_9_E9331,0.5609756097560976
PROC_10_0DB60ZZ,procedure,123,9,DX_10_I10,0.4634146341463415
MED_JANUVIA,medication,123,6,DX_9_25000,0.45528455284552843
PROC_10_0DTP4ZZ,procedure,123,7,DX_10_C20,0.42276422764227645
PROC_9_8574,procedure,123,13,DX_9_V103,0.37398373983739835
MED_TRETINOIN_ATRA_ALL_TRANSRETINOIC_ACID,medication,123,16,DX_10_D61818,0.34146341463414637
PROC_9_8609,procedure,123,5,DX_9_4019,0.2926829268292683
PROC_9_8823,procedure,123,4,DX_9_E8499,0.21951219512195122
PROC_9_7562,procedure,122,7,DX_9_V270,1.0
MED_DEXTROSE_5_GLASS_BOTTLE,medication,122,25,DX_10_R570,0.8032786885245902
PROC_9_5362,procedure,122,9,DX_9_55321,0.7950819672131147
PROC_10_0SRB04A,procedure,122,9,DX_10_M1612,0.6885245901639344
PROC_10_0B978ZZ,procedure,122,25,DX_10_J9601,0.48360655737704916
MED_PANGESTYME_EC,medication,122,10,DX_9_4019,0.3360655737704918
MED_TESTOSTERONE_CYPIONATE,medication,122,4,DX_10_K219,0.21311475409836064
PROC_10_2Y41X5Z,procedure,121,25,DX_10_R040,0.9504132231404959
MED_CARBIDOPA_LEVODOPA_25_100_ODT,medication,121,19,DX_10_G20,0.8347107438016529
MED_METHYLENE_BLUE,medication,121,18,DX_10_E872,0.5041322314049587
MED_DEXTRAN_40_10_IN_NS,medication,121,11,DX_10_E785,0.4297520661157025
PROC_10_021309W,procedure,120,18,DX_10_E785,0.7333333333333333
PROC_9_3998,procedure,120,12,DX_9_99811,0.44166666666666665
MED_PLETAL,medication,120,13,DX_9_4019,0.44166666666666665
PROC_9_843,procedure,120,18,DX_9_99762,0.4083333333333333
MED_METHYLDOPA,medication,120,4,DX_9_4019,0.4
PROC_10_0DBN4ZZ,procedure,120,5,DX_10_I10,0.375
PROC_9_9357,procedure,120,7,DX_9_4019,0.35
PROC_9_8472,procedure,120,5,DX_9_4019,0.3
MED_TALC_STERILE,medication,120,1,DX_10_Z87891,0.25
MED_BACITRACIN_OPHTHALMIC_OINT,medication,120,2,DX_9_4019,0.2
PROC_9_9802,procedure,119,8,DX_9_9351,0.8235294117647058
PROC_10_0BBC4ZZ,procedure,119,7,DX_10_Z87891,0.48739495798319327
PROC_9_8192,procedure,119,9,DX_9_4019,0.42016806722689076
PROC_10_3E0DXGC,procedure,118,9,DX_10_Z370,0.9322033898305084
PROC_9_740,procedure,118,10,DX_9_V270,0.8728813559322034
PROC_10_03CK0ZZ,procedure,118,13,DX_10_E785,0.7372881355932204
PROC_9_8867,procedure,118,15,DX_9_5856,0.5847457627118644
MED_IBRUTINIB,medication,118,14,DX_10_I10,0.5423728813559322
PROC_9_3391,procedure,118,14,DX_9_V1582,0.4661016949152542
PROC_10_4A0234Z,procedure,118,17,DX_10_E785,0.4661016949152542
PROC_10_0RGA071,procedure,118,7,DX_10_D62,0.4661016949152542
PROC_9_3249,procedure,118,12,DX_9_4019,0.4576271186440678
PROC_10_0QB03ZX,procedure,118,12,DX_10_M4626,0.4576271186440678
MED_LOPERAMIDE_SUSPENSION,medication,118,20,DX_10_Z20822,0.4152542372881356
PROC_9_7676,procedure,118,8,DX_9_E9600,0.3135593220338983
MED_METHYLPREDNISOLONE_SOD_SUCC,medication,118,12,DX_10_D62,0.2796610169491525
PROC_9_8595,procedure,118,7,DX_9_2330,0.23728813559322035
PROC_10_0QS606Z,procedure,117,17,DX_10_S72141A,0.6410256410256411
PROC_10_0QBM0ZZ,procedure,117,21,DX_10_Z794,0.49572649572649574
PROC_10_0B9M8ZX,procedure,117,25,DX_10_J9601,0.452991452991453
MED_AEROGEN_SYRINGE_NS,medication,117,25,DX_10_D62,0.4444444444444444
PROC_10_0DBL0ZZ,procedure,117,14,DX_10_D62,0.4188034188034188
PROC_9_6497,procedure,116,7,DX_9_60784,0.9655172413793104
PROC_10_4A033BC,procedure,116,17,DX_10_E785,0.7413793103448276
PROC_9_3975,procedure,116,8,DX_9_4373,0.5344827586206896
PROC_10_3E0U33Z,procedure,116,12,DX_10_E785,0.5172413793103449
MED_ALISKIREN,medication,116,15,DX_9_7100,0.43103448275862066
MED_LEVETIRACETAM_STAT_DOSE,medication,116,20,DX_10_J9601,0.41379310344827586
PROC_10_B214YZZ,procedure,116,17,DX_10_E785,0.3879310344827586
PROC_10_HZ2ZZZZ,procedure,116,9,DX_10_I10,0.3448275862068966
PROC_9_8724,procedure,116,4,DX_9_4019,0.3275862068965517
MED_BETAMETHASONE_VALERATE_0_1_CREAM,medication,116,3,DX_10_E785,0.21551724137931033
PROC_9_4881,procedure,115,3,DX_9_566,0.991304347826087
PROC_10_0UC97ZZ,procedure,115,12,DX_10_Z370,0.9478260869565217
PROC_10_027135Z,procedure,115,16,DX_10_E785,0.6956521739130435
PROC_10_0CDXXZ1,procedure,115,12,DX_10_K029,0.591304347826087
MED_BUPRENORPHINE_NALOXONE_FILM_2MG_0_5MG,medication,115,10,DX_10_F419,0.4434782608695652
MED_INSULIN_PUMP,medication,115,14,DX_9_25001,0.40869565217391307
PROC_9_0206,procedure,115,2,DX_9_73819,0.4
PROC_9_3326,procedure,115,7,DX_9_4019,0.391304347826087
PROC_9_9928,procedure,115,3,DX_9_V5812,0.3826086956521739
PROC_9_7937,procedure,115,4,DX_9_8250,0.3826086956521739
MED_TOBRAMYCIN_INHALATION_SOLN,medication,115,8,DX_10_K219,0.34782608695652173
PROC_10_02HA3RZ,procedure,114,25,DX_10_R570,0.7807017543859649
PROC_10_00163J6,procedure,114,12,DX_10_I10,0.5701754385964912
PROC_10_07BC4ZZ,procedure,114,5,DX_10_C61,0.5350877192982456
MED_KCENTRA,medication,114,17,DX_10_Z7901,0.5
PROC_10_B41F1ZZ,procedure,114,7,DX_10_E785,0.49122807017543857
MED_FOSAMPRENAVIR,medication,114,5,DX_9_V08,0.4473684210526316
MED_AZOPT,medication,114,5,DX_9_3659,0.3508771929824561
PROC_9_4685,procedure,114,9,DX_9_4019,0.3508771929824561
PROC_9_5419,procedure,114,6,DX_9_56722,0.3333333333333333
MED_DAKINS_1_2_STRENGTH,medication,114,6,DX_10_Z794,0.24561403508771928
PROC_10_07T10ZZ,procedure,113,11,DX_10_C770,0.6283185840707964
PROC_9_4673,procedure,113,11,DX_9_9982,0.5663716814159292
PROC_10_30233N1,procedure,113,10,DX_10_D62,0.504424778761062
PROC_10_0W9G0ZZ,procedure,113,20,DX_10_D62,0.39823008849557523
MED_CYCLOSPORINE,medication,113,5,DX_9_4019,0.35398230088495575
PROC_9_8147,procedure,113,4,DX_9_4019,0.3274336283185841
MED_CAFFEINE_SODIUM_BENZOATE,medication,113,1,DX_9_3490,0.2831858407079646
MED_FLUOROMETHOLONE_0_1_OPHTH_SUSP,medication,113,3,DX_10_E785,0.2831858407079646
MED_KEPPRA_XR,medication,113,2,DX_10_G40909,0.2831858407079646
MED_DEXAMETHASONE_OPHTHALMIC_SOLN_0_1,medication,113,4,DX_9_4019,0.24778761061946902
PROC_10_B240ZZ3,procedure,112,19,DX_10_E785,0.6339285714285714
PROC_10_B41DYZZ,procedure,112,15,DX_10_E785,0.5982142857142857
PROC_9_4610,procedure,112,9,DX_9_4019,0.5267857142857143
PROC_9_4836,procedure,112,8,DX_9_2114,0.4375
MED_ESOMEPRAZOLE_MAGNESIUM,medication,112,4,DX_9_53081,0.41964285714285715
PROC_9_6909,procedure,112,4,DX_9_4019,0.4017857142857143
PROC_10_0B9B8ZX,procedure,112,23,DX_10_Z87891,0.39285714285714285
MED_FLUMAZENIL,medication,112,6,DX_9_4019,0.25
MED_ALBUTEROL_SULFATE,medication,111,5,DX_9_4019,0.2972972972972973
PROC_9_4620,procedure,111,8,DX_9_4019,0.23423423423423423
PROC_9_6021,procedure,110,6,DX_9_60001,0.8181818181818182
PROC_10_4B02XTZ,procedure,110,21,DX_10_E785,0.6090909090909091
MED_NEVIRAPINE,medication,110,4,DX_9_V08,0.5181818181818182
PROC_10_0B958ZX,procedure,110,20,DX_10_J9601,0.42727272727272725
PROC_9_6902,procedure,110,3,DX_9_V270,0.42727272727272725
MED_IRINOTECAN,medication,110,7,DX_10_Z5111,0.35454545454545455
PROC_9_4514,procedure,110,4,DX_9_4019,0.33636363636363636
PROC_10_0D1L0Z4,procedure,110,9,DX_10_E785,0.3090909090909091
PROC_9_7279,procedure,109,7,DX_9_V270,0.981651376146789
PROC_10_03LG0CZ,procedure,109,6,DX_10_I671,0.926605504587156
MED_HALOPERIDOL_DECANOATE,medication,109,3,DX_9_V1581,0.3394495412844037
MED_ERYTHROMYCIN_ETHYLSUCCINATE_SUSPENSION,medication,109,5,DX_10_I10,0.25688073394495414
PROC_9_7692,procedure,108,3,DX_9_8026,0.6481481481481481
PROC_10_XW0DXR5,procedure,108,17,DX_10_T451X5A,0.5185185185185185
PROC_10_B315YZZ,procedure,108,5,DX_10_I10,0.5185185185185185
MED_ZOLEDRONIC_ACID,medication,108,17,DX_10_E8352,0.5092592592592593
PROC_10_0HRV077,procedure,108,8,DX_10_Z853,0.5092592592592593
MED_LIPOSOMAL_DOXORUBICIN_DOXIL,medication,108,4,DX_10_Z5111,0.42592592592592593
MED_HYDROCORTISONE_NA_SUCCINATE,medication,108,7,DX_9_V5811,0.4166666666666667
PROC_10_07B50ZX,procedure,108,7,DX_10_Z170,0.35185185185185186
MED_RIVASTIGMINE,medication,108,7,DX_10_E785,0.26851851851851855
MED_NEOMYCIN_POLYMYXIN_HC_OTIC_SUSP,medication,108,3,DX_9_4019,0.2222222222222222
PROC_9_0096,procedure,107,22,DX_9_V5861,0.7757009345794392
PROC_9_4041,procedure,107,6,DX_9_1960,0.5514018691588785
PROC_9_3712,procedure,107,8,DX_9_4233,0.5327102803738317
MED_COBICISTAT,medication,107,11,DX_10_Z21,0.514018691588785
PROC_10_06HM33Z,procedure,107,17,DX_10_J9601,0.4485981308411215
MED_FAT_EMULSION_20_INTRALIPID,medication,107,14,DX_10_E43,0.411214953271028
PROC_10_0DB58ZX,procedure,107,12,DX_10_I10,0.40186915887850466
PROC_10_0B718ZZ,procedure,106,13,DX_10_J398,0.6981132075471698
MED_NALBUPHINE_HCL,medication,106,2,DX_9_V270,0.6509433962264151
PROC_10_00B00ZZ,procedure,106,6,DX_10_G936,0.5660377358490566
MED_BASILIXIMAB,medication,106,21,DX_10_D62,0.4716981132075472
PROC_10_07TC4ZZ,procedure,106,7,DX_10_I10,0.4528301886792453
PROC_9_0092,procedure,106,8,DX_9_40391,0.44339622641509435
PROC_9_0124,procedure,106,4,DX_9_3484,0.3867924528301887
MED_TESTOSTERONE_5MG_PATCH,medication,106,9,DX_9_4019,0.3584905660377358
MED_CARISOPRODOL,medication,106,1,DX_9_4019,0.3018867924528302
PROC_9_2101,procedure,105,7,DX_9_7847,0.9904761904761905
PROC_9_7672,procedure,105,4,DX_9_8024,0.9523809523809523
PROC_10_0TY10Z0,procedure,105,15,DX_10_N186,0.9333333333333333
MED_ELTROMBOPAG,medication,105,16,DX_10_I10,0.3142857142857143
MED_MORPHINE,medication,105,2,DX_9_4019,0.24761904761904763
PROC_10_0CDWXZ1,procedure,104,8,DX_10_K029,0.5673076923076923
PROC_10_0TB03ZX,procedure,104,16,DX_10_N179,0.5384615384615384
MED_TETRACYCLINE,medication,104,7,DX_10_B9681,0.4423076923076923
PROC_10_07BD0ZZ,procedure,104,5,DX_10_I10,0.4326923076923077
PROC_9_4632,procedure,104,8,DX_9_4019,0.3557692307692308
MED_GALANTAMINE,medication,104,8,DX_9_4019,0.34615384615384615
MED_DIVALPROEX_SODIUM_ER,medication,104,2,DX_9_4019,0.3173076923076923
PROC_9_8395,procedure,104,4,DX_9_4019,0.3076923076923077
MED_ENOXAPARIN,medication,104,6,DX_10_I10,0.2980769230769231
PROC_9_6549,procedure,104,6,DX_9_6146,0.2692307692307692
PROC_10_0DNW4ZZ,procedure,103,7,DX_10_K660,0.8058252427184466
PROC_10_0F9530Z,procedure,103,14,DX_10_K831,0.7281553398058253
PROC_9_3403,procedure,103,15,DX_9_99811,0.6504854368932039
PROC_10_07T74ZZ,procedure,103,6,DX_10_Z87891,0.5825242718446602
PROC_10_07T20ZZ,procedure,103,8,DX_10_C770,0.5339805825242718
MED_NEOMYCIN_POLYMYXIN_B_SULFATE,medication,103,19,DX_10_K766,0.5145631067961165
PROC_10_B318YZZ,procedure,103,4,DX_10_I10,0.49514563106796117
MED_PILOCARPINE_HCL,medication,103,7,DX_9_7102,0.4854368932038835
PROC_9_864,procedure,103,2,DX_9_4019,0.3592233009708738
MED_ACARBOSE,medication,103,3,DX_9_25000,0.2912621359223301
PROC_9_9744,procedure,102,14,DX_9_41401,0.8627450980392157
PROC_9_3199,procedure,102,8,DX_9_51919,0.6862745098039216
PROC_10_03CG3ZZ,procedure,102,16,DX_10_R29810,0.6274509803921569
PROC_10_0DBW0ZZ,procedure,102,10,DX_10_C786,0.5588235294117647
PROC_10_0QSB04Z,procedure,102,12,DX_10_I10,0.5294117647058824
PROC_9_4863,procedure,102,4,DX_9_4019,0.45098039215686275
MED_STRIBILD,medication,102,5,DX_10_Z21,0.4019607843137255
MED_COMBIGAN,medication,102,5,DX_9_4019,0.3333333333333333
PROC_10_0CDXXZ0,procedure,101,8,DX_10_K029,0.46534653465346537
PROC_9_8385,procedure,101,9,DX_9_4019,0.43564356435643564
MED_PROPOFOL_1000MG_100ML_100ML_VIAL,medication,101,13,DX_10_Z781,0.42574257425742573
PROC_10_05HN33Z,procedure,101,23,DX_10_E785,0.39603960396039606
PROC_9_3422,procedure,101,5,DX_9_4019,0.37623762376237624
MED_EVEROLIMUS,medication,101,11,DX_10_K219,0.36633663366336633
PROC_9_8086,procedure,100,6,DX_9_4019,0.5
PROC_10_0SG00AJ,procedure,100,9,DX_10_M4316,0.49
PROC_9_5462,procedure,100,10,DX_9_4019,0.49
MED_THEOPHYLLINE_ER,medication,100,9,DX_10_K219,0.47
PROC_10_0DJD4ZZ,procedure,100,6,DX_10_Z5331,0.47
MED_HESPAN,medication,100,8,DX_9_4019,0.45
PROC_9_4582,procedure,100,6,DX_9_4019,0.25
MED_AMANTADINE_SYRUP,medication,100,1,DX_9_4019,0.24
MED_TRIHEXYPHENIDYL,medication,100,2,DX_9_4019,0.24
PROC_10_0T2BX0Z,procedure,99,16,DX_10_N390,0.5656565656565656
PROC_10_0B9H8ZX,procedure,99,19,DX_10_J9601,0.494949494949495
PROC_10_07TP0ZZ,procedure,99,6,DX_10_D62,0.48484848484848486
PROC_9_5137,procedure,99,8,DX_9_4019,0.41414141414141414
PROC_9_5424,procedure,99,5,DX_9_1976,0.40404040404040403
PROC_10_0JBM0ZZ,procedure,99,4,DX_10_I10,0.3333333333333333
PROC_9_9659,procedure,99,2,DX_9_4019,0.30303030303030304
PROC_9_6952,procedure,99,2,DX_9_632,0.23232323232323232
PROC_9_0395,procedure,98,3,DX_9_3490,0.8775510204081632
PROC_9_9911,procedure,98,5,DX_9_V270,0.826530612244898
PROC_9_697,procedure,98,4,DX_9_V270,0.6938775510204082
PROC_9_5369,procedure,98,7,DX_9_4019,0.45918367346938777
PROC_9_3956,procedure,98,4,DX_9_4019,0.45918367346938777
MED_CHLORPHENIRAMINE_HYDROCODONE,medication,98,3,DX_9_4019,0.3877551020408163
MED_POLYMYXIN_B_TRIMETHOPRIM_OPHTH_SOLN,medication,98,4,DX_10_I10,0.37755102040816324
MED_PHENYLEPHRINE_0_5_NASAL_SPRAY,medication,98,2,DX_10_E785,0.22448979591836735
PROC_10_0W8NXZZ,procedure,97,8,DX_10_Z370,0.979381443298969
PROC_10_03VL3DZ,procedure,97,6,DX_10_I671,0.8865979381443299
PROC_10_03VG3HZ,procedure,97,6,DX_10_I671,0.8865979381443299
PROC_10_0BU10JZ,procedure,97,11,DX_10_J398,0.8865979381443299
PROC_9_0139,procedure,97,6,DX_9_4019,0.5670103092783505
PROC_10_0BBG4ZZ,procedure,97,5,DX_10_Z87891,0.5567010309278351
PROC_10_0FBG8ZX,procedure,97,7,DX_10_K831,0.5567010309278351
PROC_9_5304,procedure,97,4,DX_9_55090,0.5360824742268041
PROC_10_0BC38ZZ,procedure,97,20,DX_10_J9601,0.4948453608247423
PROC_10_B31FYZZ,procedure,97,4,DX_10_I10,0.4639175257731959
PROC_10_0BBF4ZZ,procedure,97,5,DX_10_I10,0.422680412371134
MED_AZELASTINE,medication,97,4,DX_10_E785,0.25773195876288657
MED_DISOPYRAMIDE_PHOSPHATE,medication,96,8,DX_9_42731,0.75
PROC_10_00N00ZZ,procedure,96,15,DX_10_G935,0.6770833333333334
PROC_10_8E0W0CZ,procedure,96,7,DX_10_E785,0.4479166666666667
MED_GUAIFENESIN_DEXTROMETHORPHAN_SUGAR_FREE,medication,96,14,DX_10_E785,0.4375
PROC_9_8878,procedure,96,1,DX_9_64893,0.4375
PROC_9_4621,procedure,96,1,DX_9_4019,0.3333333333333333
PROC_10_0DQB0ZZ,procedure,95,4,DX_10_Z432,0.8
PROC_10_B241ZZ3,procedure,95,17,DX_10_E785,0.7578947368421053
PROC_10_06L34CZ,procedure,95,15,DX_10_K766,0.7368421052631579
MED_COVID_19_VACCINE_PER_PHARMACY,medication,95,7,DX_10_Z20822,0.6421052631578947
MED_DAPAGLIFLOZIN,medication,95,18,DX_10_E785,0.631578947368421
PROC_10_0BCB8ZZ,procedure,95,20,DX_10_J9601,0.5684210526315789
MED_VERAPAMIL_HCL,medication,95,4,DX_9_4019,0.5263157894736842
MED_NOREPINEPHRINE_IN_NS,medication,95,15,DX_10_E872,0.47368421052631576
PROC_10_02PAX3Z,procedure,95,21,DX_10_E872,0.3894736842105263
PROC_10_0JPT3XZ,procedure,95,19,DX_10_N186,0.3894736842105263
MED_BRIVARACETAM,medication,95,6,DX_10_F419,0.30526315789473685
MED_DESITIN,medication,95,2,DX_9_4019,0.29473684210526313
MED_BUPIVACAINE_0_05,medication,95,1,DX_9_4019,0.21052631578947367
PROC_9_5631,procedure,94,5,DX_9_5921,0.6702127659574468
PROC_9_8104,procedure,94,8,DX_9_2851,0.6595744680851063
PROC_9_4105,procedure,94,14,DX_9_E9331,0.6276595744680851
PROC_9_0443,procedure,94,2,DX_9_3540,0.6063829787234043
PROC_10_0FB90ZZ,procedure,94,6,DX_10_I10,0.5531914893617021
PROC_10_0SRR0J9,procedure,94,8,DX_10_I10,0.5106382978723404
PROC_10_3E1F88Z,procedure,94,10,DX_10_I10,0.5
PROC_10_0B938ZZ,procedure,94,14,DX_10_J9601,0.4574468085106383
MED_BALSALAZIDE,medication,94,1,DX_9_5569,0.4148936170212766
PROC_10_0D1N0Z4,procedure,94,10,DX_10_I10,0.39361702127659576
MED_BETAMETHASONE_DIPRO_0_05_AUGMENTED_GEL,medication,94,3,DX_10_E785,0.35106382978723405
MED_BECLOMETHASONE_DIPROPIONATE,medication,94,6,DX_9_4019,0.3191489361702128
MED_DASATINIB,medication,94,4,DX_10_C9100,0.2872340425531915
PROC_9_8364,procedure,94,1,DX_9_4019,0.23404255319148937
MED_EPINEPHRINE_1_MG_1_ML,medication,93,22,DX_10_T451X5A,0.7956989247311828
PROC_9_0050,procedure,93,14,DX_9_4280,0.7634408602150538
PROC_10_B212YZZ,procedure,93,15,DX_10_E785,0.7096774193548387
PROC_9_7975,procedure,93,3,DX_9_99642,0.6021505376344086
PROC_10_0FB23ZX,procedure,93,6,DX_10_C787,0.5268817204301075
PROC_10_3E0U0GB,procedure,93,7,DX_10_I10,0.5268817204301075
PROC_9_8137,procedure,93,8,DX_9_99649,0.4838709677419355
PROC_10_0DHA0UZ,procedure,93,14,DX_10_I10,0.4731182795698925
PROC_10_GZB2ZZZ,procedure,93,7,DX_10_I10,0.46236559139784944
PROC_10_07B60ZX,procedure,93,6,DX_10_Z170,0.3655913978494624
PROC_10_0HB7XZZ,procedure,93,6,DX_10_I10,0.3225806451612903
MED_VALTREX,medication,93,2,DX_9_4019,0.27956989247311825
PROC_9_0091,procedure,92,6,DX_9_5856,0.5652173913043478
PROC_10_0SG30A0,procedure,92,8,DX_10_D62,0.4673913043478261
PROC_10_0QSC04Z,procedure,92,9,DX_10_D62,0.44565217391304346
PROC_10_0ST20ZZ,procedure,92,8,DX_10_I10,0.43478260869565216
PROC_9_3932,procedure,92,5,DX_9_9982,0.43478260869565216
MED_TRANEXAMIC_ACID_ORAL_SOLUTION,medication,92,10,DX_10_D62,0.42391304347826086
MED_SMOFLIPID_20_EMULSION,medication,92,11,DX_10_Z7901,0.391304347826087
MED_DIPYRIDAMOLE,medication,92,4,DX_9_4019,0.3804347826086957
MED_ANDROGEL,medication,92,2,DX_9_2724,0.358695652173913
PROC_10_0DH68UZ,procedure,92,15,DX_10_E43,0.358695652173913
PROC_9_8914,procedure,92,1,DX_9_4019,0.34782608695652173
MED_GENTAMICIN_0_3_OPHTH_SOLN,medication,92,3,DX_10_E785,0.31521739130434784
MED_BIMATOPROST,medication,92,6,DX_9_3659,0.2717391304347826
MED_SULFASALAZINE_DR,medication,92,2,DX_9_4019,0.2608695652173913
MED_KETAMINE_FOR_INTUBATION,medication,92,1,DX_9_4019,0.2391304347826087
PROC_9_8532,procedure,91,2,DX_9_6111,0.945054945054945
PROC_10_00B70ZX,procedure,91,6,DX_10_G936,0.6263736263736264
MED_0_75_SODIUM_CHLORIDE,medication,91,6,DX_10_Z20822,0.5934065934065934
PROC_10_0JH609Z,procedure,91,18,DX_10_E785,0.5824175824175825
PROC_9_8844,procedure,91,5,DX_9_4019,0.4725274725274725
PROC_10_0SBC0ZZ,procedure,91,9,DX_10_T8453XA,0.45054945054945056
MED_ZYRTEC,medication,91,2,DX_9_4019,0.32967032967032966
PROC_9_4623,procedure,91,2,DX_9_53081,0.26373626373626374
PROC_9_0084,procedure,90,8,DX_9_V4365,0.7666666666666667
PROC_10_B414YZZ,procedure,90,7,DX_10_D62,0.5888888888888889
PROC_9_3779,procedure,90,13,DX_9_4280,0.5111111111111111
PROC_10_0JBP0ZZ,procedure,90,8,DX_10_I10,0.4444444444444444
PROC_9_9656,procedure,90,9,DX_9_4019,0.36666666666666664
MED_ETHACRYNATE_SODIUM,medication,90,3,DX_9_4280,0.36666666666666664
MED_PILOCARPINE_2,medication,90,4,DX_9_3659,0.3111111111111111
PROC_9_4595,procedure,90,1,DX_9_5569,0.3
MED_GLUCOSE_TAB,medication,90,1,DX_9_4280,0.26666666666666666
PROC_9_0449,procedure,90,1,DX_9_4019,0.2222222222222222
PROC_10_0SRS0J9,procedure,89,6,DX_10_S72002A,0.5280898876404494
MED_LAMIVUDINE_ORAL_SOLN,medication,89,7,DX_10_N186,0.47191011235955055
PROC_9_4594,procedure,89,3,DX_9_4019,0.449438202247191
PROC_9_4341,procedure,89,5,DX_9_2111,0.42696629213483145
PROC_10_30243S1,procedure,89,7,DX_10_Z87891,0.3595505617977528
PROC_10_0JPT0WZ,procedure,89,12,DX_10_E785,0.33707865168539325
PROC_10_0QBG0ZZ,procedure,89,7,DX_10_I10,0.3146067415730337
PROC_10_0F9030Z,procedure,88,7,DX_10_K750,0.5795454545454546
PROC_10_0SG10A0,procedure,88,8,DX_10_D62,0.5340909090909091
PROC_10_0TT14ZZ,procedure,88,5,DX_10_C642,0.5113636363636364
PROC_10_0DH98UZ,procedure,88,18,DX_10_E43,0.45454545454545453
MED_BUPRENORPHINE_NALOXONE_TABLET_2MG_0_5MG,medication,88,6,DX_10_F419,0.42045454545454547
PROC_9_8016,procedure,88,3,DX_9_71106,0.42045454545454547
MED_HYOSCYAMINE_SO4_TIME_RELEASE,medication,88,2,DX_9_4019,0.3409090909090909
MED_IMATINIB_MESYLATE,medication,88,3,DX_9_20510,0.25
MED_BUPRENORPHINE_NALOXONE_2MG_0_5MG,medication,88,2,DX_9_3051,0.23863636363636365
PROC_10_02L70ZK,procedure,87,11,DX_10_D62,0.735632183908046
PROC_10_0DNU0ZZ,procedure,87,5,DX_10_K660,0.6896551724137931
MED_ROSIGLITAZONE_MALEATE,medication,87,4,DX_9_25000,0.6436781609195402
PROC_10_0T9430Z,procedure,87,8,DX_10_N179,0.5632183908045977
PROC_10_0SBD0ZZ,procedure,87,10,DX_10_T8454XA,0.5402298850574713
PROC_9_0722,procedure,87,4,DX_9_4019,0.5172413793103449
MED_MORPHINE_INFUSION_COMFORT_CARE_GUIDELINES,medication,87,6,DX_9_V4986,0.4482758620689655
PROC_10_0B938ZX,procedure,87,9,DX_10_I10,0.4367816091954023
MED_LEDIPASVIR_SOFOSBUVIR,medication,87,4,DX_10_B1920,0.40229885057471265
MED_METHAZOLAMIDE,medication,87,12,DX_9_2449,0.39080459770114945
PROC_10_0B978ZX,procedure,87,7,DX_10_I10,0.39080459770114945
PROC_9_5013,procedure,87,9,DX_9_78959,0.39080459770114945
PROC_9_3421,procedure,87,3,DX_9_4019,0.367816091954023
PROC_10_0S993ZX,procedure,87,5,DX_10_I10,0.3563218390804598
PROC_10_0BU30JZ,procedure,86,11,DX_10_J398,0.8837209302325582
MED_GENTAMICIN_DOSING_BY_PHARMACY,medication,86,3,DX_10_Z20822,0.5232558139534884
PROC_10_0W9F30Z,procedure,86,6,DX_10_L02211,0.5
PROC_9_9227,procedure,86,1,DX_9_4019,0.4883720930232558
PROC_10_0D160ZA,procedure,86,5,DX_10_I10,0.4418604651162791
PROC_9_9955,procedure,86,2,DX_9_4019,0.43023255813953487
MED_AMINO_ACIDS_4_25_DEXTROSE_10,medication,86,7,DX_10_E43,0.43023255813953487
PROC_9_5359,procedure,86,3,DX_9_4019,0.38372093023255816
PROC_9_6831,procedure,86,4,DX_9_2189,0.37209302325581395
PROC_9_6851,procedure,86,3,DX_9_4019,0.313953488372093
MED_DIMENHYDRINATE,medication,86,2,DX_9_53081,0.2441860465116279
PROC_9_1755,procedure,85,8,DX_9_41401,0.9411764705882353
PROC_9_4444,procedure,85,8,DX_9_2851,0.6352941176470588
PROC_10_04UK0KZ,procedure,85,9,DX_10_E785,0.611764705882353
PROC_9_9815,procedure,85,7,DX_9_51919,0.49411764705882355
PROC_10_0WPF0JZ,procedure,85,8,DX_10_I10,0.49411764705882355
PROC_10_0SG00A0,procedure,85,7,DX_10_I10,0.4235294117647059
PROC_10_0DJ68ZZ,procedure,85,5,DX_10_K219,0.4
PROC_10_10D00Z0,procedure,84,6,DX_10_Z370,0.9285714285714286
PROC_9_539,procedure,84,2,DX_9_5528,0.5833333333333334
PROC_9_7761,procedure,84,13,DX_9_2724,0.5714285714285714
MED_PEGINTERFERON_ALFA_2A,medication,84,7,DX_9_07054,0.5119047619047619
PROC_10_0JQ80ZZ,procedure,84,10,DX_10_D62,0.5
